_index,_type,_id,_version,_score,_source.topic,_source.status,_source.naber,_source.time,_source.message_number
quicksight_anko,_doc,itFhpI8BIDyt7y5vwSgW,1,10.096087,HLT-700U,z05-11-04,203096,05/23/2024 3:37:00 pm,0.248711
quicksight_anko,_doc,HwlwQIsBdMoyJm4gOGOx,1,10.053041,HLT-700U,z05-14-04,202703,10/18/2023 9:41:00 am,0.000944
quicksight_anko,_doc,LIlZQ4wBPu2lw1EyR-pO,1,10.053041,HLT-700U,z05-14-04,202943,01/04/2024 4:17:00 pm,0.003319
quicksight_anko,_doc,lGNnQ4wBPVAW4LXWf_fD,1,10.053041,HLT-700U,z05-14-04,202941,12/07/2023 4:03:00 pm,0.01109
quicksight_anko,_doc,C2NvQ4wBPVAW4LXWc_g6,1,10.053041,HLT-700U,z05-14-04,202941,12/07/2023 4:03:00 pm,0.012869
quicksight_anko,_doc,_ol7Q4wBPu2lw1EyOexh,1,10.053041,HLT-700U,z05-14-04,202942,12/07/2023 4:31:00 pm,0.000376
quicksight_anko,_doc,3V8c14sBPVAW4LXWtbNX,1,10.053041,HLT-700U,z05-14-04,202963,11/16/2023 3:46:00 pm,0.000292
quicksight_anko,_doc,DhQc14sBdMoyJm4g2l2K,1,10.053041,HLT-700U,z05-14-04,202963,11/16/2023 3:46:00 pm,0.000459
quicksight_anko,_doc,6mIZGowBPVAW4LXWJoFY,1,10.053041,HLT-700U,z05-14-04,202955,11/29/2023 3:30:00 pm,0.001162
quicksight_anko,_doc,Ew-5s4sBdMoyJm4gqr7-,1,10.053041,HLT-700U,z05-14-04,202578,11/09/2023 7:20:00 pm,0.000307
quicksight_anko,_doc,alq5s4sBPVAW4LXWsuu8,1,10.053041,HLT-700U,z05-14-04,202578,11/09/2023 7:20:00 pm,0.00016
quicksight_anko,_doc,d1q5s4sBPVAW4LXWvuuz,1,10.053041,HLT-700U,z05-14-04,202578,11/09/2023 7:20:00 pm,0.000166
quicksight_anko,_doc,LA-5s4sBdMoyJm4gwb6f,1,10.053041,HLT-700U,z05-14-04,202578,11/09/2023 7:20:00 pm,0.000194
quicksight_anko,_doc,kFq5s4sBPVAW4LXW3utO,1,10.053041,HLT-700U,z05-14-04,202578,11/09/2023 7:20:00 pm,0.000106
quicksight_anko,_doc,PKDsv40BCGnGzzdjzQoQ,1,10.053041,HLT-700U,z05-14-04,202952,02/19/2024 1:10:00 pm,0.169165
quicksight_anko,_doc,M3rMv40BR2M06yWaYLfT,1,10.053041,HLT-700U,z05-14-04,202951,02/19/2024 1:21:00 pm,0.000265
quicksight_anko,_doc,b6DMv40BCGnGzzdjdAfU,1,10.053041,HLT-700U,z05-14-04,202951,02/19/2024 1:21:00 pm,0.000124
quicksight_anko,_doc,8aAyxY0BCGnGzzdjnjmW,1,10.053041,HLT-700U,z05-14-04,202951,02/20/2024 2:31:00 pm,0.004846
quicksight_anko,_doc,Qb_eVY4BOh4WVcPpxzSD,1,10.053041,HLT-700U,z05-14-04,202624,03/19/2024 4:35:00 pm,0.000182
quicksight_anko,_doc,OLyg4I4BUuLBa1XBt2WT,1,10.053041,HLT-700U,z05-14-04,203087,04/15/2024 3:21:00 pm,0.061618
quicksight_anko,_doc,bcag4I4BIDyt7y5vy0A_,1,10.053041,HLT-700U,z05-14-04,203087,04/15/2024 3:21:00 pm,0.007176
quicksight_anko,_doc,RcbA6o4BIDyt7y5vs85e,1,10.053041,HLT-700U,z05-14-04,202940,04/17/2024 2:34:00 pm,0.000848
quicksight_anko,_doc,cEkm8I4B_cPsdzR4qxDa,1,10.053041,HLT-700U,z05-14-04,203096,04/18/2024 3:39:00 pm,0.109521
quicksight_anko,_doc,eUkm8I4B_cPsdzR4xhA1,1,10.053041,HLT-700U,z05-14-04,203096,04/18/2024 3:39:00 pm,0.072572
quicksight_anko,_doc,OcsBOI8BIDyt7y5vAx9z,1,10.053041,HLT-700U,z05-14-04,202942,05/02/2024 1:45:00 pm,0.000536
quicksight_anko,_doc,w81wcI8BIDyt7y5vNvvc,1,10.053041,HLT-700U,z05-14-04,202944,05/13/2024 1:33:00 pm,0.000254
quicksight_anko,_doc,9r5TBI8BUuLBa1XBL1Td,1,10.053041,HLT-700U,z05-14-04,203093,04/22/2024 1:40:00 pm,0.036599
quicksight_anko,_doc,_r5TBI8BUuLBa1XBR1SH,1,10.053041,HLT-700U,z05-14-04,203093,04/22/2024 1:41:00 pm,0.018932
quicksight_anko,_doc,bVBEgI8B_cPsdzR45ciI,1,10.053041,HLT-700U,z05-14-04,202945,05/16/2024 3:21:00 pm,0.000464
quicksight_anko,_doc,589EgI8BIDyt7y5v_gHs,1,10.053041,HLT-700U,z05-14-04,202945,05/16/2024 3:21:00 pm,0.000112
quicksight_anko,_doc,H8toPI8BIDyt7y5vJVPi,1,10.053041,HLT-700U,z05-14-04,202946,05/03/2024 11:12:00 am,0.000192
quicksight_anko,_doc,rstpPI8BIDyt7y5vVFMR,1,10.053041,HLT-700U,z05-14-04,202946,05/03/2024 11:12:00 am,0.000268
quicksight_anko,_doc,JsFsPI8BUuLBa1XBcYO6,1,10.053041,HLT-700U,z05-14-04,202946,05/03/2024 11:14:00 am,0.000537
quicksight_anko,_doc,H0-GdY8B_cPsdzR4Z8yA,1,10.053041,HLT-700U,z05-14-04,202945,05/14/2024 1:17:00 pm,0.001214
quicksight_anko,_doc,GoqGdY8BOsI23z_SgdiU,1,10.053041,HLT-700U,z05-14-04,202945,05/14/2024 1:17:00 pm,0.000955
quicksight_anko,_doc,JVNhpI8B_cPsdzR4pSX-,1,10.053041,HLT-700U,z05-14-04,203096,05/23/2024 3:37:00 pm,0.000282
quicksight_anko,_doc,9F8c14sBPVAW4LXW4bNe,1,10.02804,HLT-700U,z05-09-04,202963,11/16/2023 3:46:00 pm,0.001202
quicksight_anko,_doc,94gdGowBPu2lw1EyJYHT,1,10.02804,HLT-700U,z05-09-04,202955,11/29/2023 3:30:00 pm,0.002359
quicksight_anko,_doc,gAwhlIsBdMoyJm4g1J_t,1,10.02804,HLT-700U,z05-09-04,202704,11/03/2023 3:44:00 pm,0.003334
quicksight_anko,_doc,GlchlIsBPVAW4LXW3M_R,1,10.02804,HLT-700U,z05-09-04,202704,11/03/2023 3:44:00 pm,0.001852
quicksight_anko,_doc,Fw-5s4sBdMoyJm4gsr68,1,10.02804,HLT-700U,z05-09-04,202578,11/09/2023 7:20:00 pm,0.001162
quicksight_anko,_doc,TXrvv40BR2M06yWaDcBX,1,10.02804,HLT-700U,z05-09-04,202952,02/19/2024 1:13:00 pm,0.000511
quicksight_anko,_doc,wHruv40BR2M06yWa_r-i,1,10.02804,HLT-700U,z05-09-04,202952,02/19/2024 1:13:00 pm,0.000257
quicksight_anko,_doc,wHrvv40BR2M06yWaM8Ef,1,10.02804,HLT-700U,z05-09-04,202950,02/19/2024 1:15:00 pm,0.002076
quicksight_anko,_doc,OaDMv40BCGnGzzdjSQfL,1,10.02804,HLT-700U,z05-09-04,202951,02/19/2024 1:21:00 pm,0.001738
quicksight_anko,_doc,NnrMv40BR2M06yWaYbdI,1,10.02804,HLT-700U,z05-09-04,202951,02/19/2024 1:21:00 pm,0.002845
quicksight_anko,_doc,_HoyxY0BR2M06yWalujb,1,10.02804,HLT-700U,z05-09-04,202951,02/20/2024 2:31:00 pm,0.001477
quicksight_anko,_doc,UZkbWI0BCGnGzzdjmXPQ,1,10.02804,HLT-700U,z05-09-04,202949,01/30/2024 9:27:00 am,0.001432
quicksight_anko,_doc,daZ5440BCGnGzzdjDXC9,1,10.02804,HLT-700U,z05-09-04,202954,02/26/2024 11:10:00 am,0.002079
quicksight_anko,_doc,DoGU440BR2M06yWa-SnV,1,10.02804,HLT-700U,z05-09-04,202954,02/26/2024 11:10:00 am,0.000936
quicksight_anko,_doc,9IGS440BR2M06yWa6Cg0,1,10.02804,HLT-700U,z05-09-04,202954,02/26/2024 11:10:00 am,0.001612
quicksight_anko,_doc,rUjA6o4B_cPsdzR48L97,1,10.02804,HLT-700U,z05-09-04,202940,04/17/2024 2:34:00 pm,0.004105
quicksight_anko,_doc,38ag4I4BIDyt7y5vDz9i,1,10.02804,HLT-700U,z05-09-04,203087,04/15/2024 3:20:00 pm,0.001465
quicksight_anko,_doc,b7zA6o4BUuLBa1XBs_Rz,1,10.02804,HLT-700U,z05-09-04,202940,04/17/2024 2:34:00 pm,0.001638
quicksight_anko,_doc,QMcm8I4BIDyt7y5vsiOs,1,10.02804,HLT-700U,z05-09-04,203096,04/18/2024 3:39:00 pm,0.000743
quicksight_anko,_doc,Sscm8I4BIDyt7y5v0CMH,1,10.02804,HLT-700U,z05-09-04,203096,04/18/2024 3:39:00 pm,0.000671
quicksight_anko,_doc,gkkm8I4B_cPsdzR46BCS,1,10.02804,HLT-700U,z05-09-04,203096,04/18/2024 3:39:00 pm,0.000481
quicksight_anko,_doc,IUMxdI4B_cPsdzR4B00J,1,10.02804,HLT-700U,z05-09-04,202625,03/25/2024 2:04:00 pm,0.002772
quicksight_anko,_doc,4LcudI4BUuLBa1XB9zbD,1,10.02804,HLT-700U,z05-09-04,202625,03/25/2024 2:02:00 pm,0.001424
quicksight_anko,_doc,30NedI4B_cPsdzR45lG4,1,10.02804,HLT-700U,z05-09-04,202957,03/25/2024 1:52:00 pm,0.000296
quicksight_anko,_doc,78HvN48BUuLBa1XBDU1v,1,10.02804,HLT-700U,z05-09-04,202942,05/02/2024 1:45:00 pm,0.002239
quicksight_anko,_doc,9cHxN48BUuLBa1XBEE14,1,10.02804,HLT-700U,z05-09-04,202942,05/02/2024 1:45:00 pm,0.002895
quicksight_anko,_doc,nc10cI8BIDyt7y5vOvy7,1,10.02804,HLT-700U,z05-09-04,202944,05/13/2024 1:37:00 pm,0.001422
quicksight_anko,_doc,rYqBdY8BOsI23z_SptZW,1,10.02804,HLT-700U,z05-09-04,202945,05/14/2024 1:13:00 pm,0.00165
quicksight_anko,_doc,04qBdY8BOsI23z_S3dY_,1,10.02804,HLT-700U,z05-09-04,202945,05/14/2024 1:13:00 pm,0.002433
quicksight_anko,_doc,'-L5TBI8BUuLBa1XBNlSp,1,10.02804,HLT-700U,z05-09-04,203093,04/22/2024 1:41:00 pm,0.000363
quicksight_anko,_doc,KsvcN48BIDyt7y5vuRP5,1,10.02804,HLT-700U,z05-09-04,202941,05/02/2024 1:55:00 pm,0.0043
quicksight_anko,_doc,b4tEgI8BOsI23z_S-soq,1,10.02804,HLT-700U,z05-09-04,202945,05/16/2024 3:21:00 pm,0.002275
quicksight_anko,_doc,Ls9HgI8BIDyt7y5vpwPJ,1,10.02804,HLT-700U,z05-09-04,202945,05/16/2024 3:24:00 pm,0.002859
quicksight_anko,_doc,2YtHgI8BOsI23z_S3cul,1,10.02804,HLT-700U,z05-09-04,202945,05/16/2024 3:24:00 pm,0.006785
quicksight_anko,_doc,mctpPI8BIDyt7y5vG1Ob,1,10.02804,HLT-700U,z05-09-04,202946,05/03/2024 11:12:00 am,0.001898
quicksight_anko,_doc,fNFhpI8BIDyt7y5vrSiR,1,10.02804,HLT-700U,z05-09-04,203096,05/23/2024 3:37:00 pm,0.001235
quicksight_anko,_doc,QI5hpI8BOsI23z_SuQuB,1,10.02804,HLT-700U,z05-09-04,203096,05/23/2024 3:37:00 pm,0.001215
quicksight_anko,_doc,7mM5OIwBPVAW4LXWSn78,1,10.016191,HLT-700U,z05-12-04,202710,12/05/2023 11:33:00 am,0.012182
quicksight_anko,_doc,NmNxQ4wBPVAW4LXWdPjG,1,10.016191,HLT-700U,z05-12-04,202941,12/07/2023 4:03:00 pm,0.003644
quicksight_anko,_doc,7GN3Q4wBPVAW4LXWZPjq,1,10.016191,HLT-700U,z05-12-04,202941,12/07/2023 4:03:00 pm,0.00313
quicksight_anko,_doc,IQ-5s4sBdMoyJm4gub5Q,1,10.016191,HLT-700U,z05-12-04,202578,11/09/2023 7:20:00 pm,0.001114
quicksight_anko,_doc,mAwhlIsBdMoyJm4g7J9s,1,10.016191,HLT-700U,z05-12-04,202704,11/03/2023 3:44:00 pm,0.000944
quicksight_anko,_doc,718c14sBPVAW4LXW2LOG,1,10.016191,HLT-700U,z05-12-04,202963,11/16/2023 3:46:00 pm,0.002715
quicksight_anko,_doc,EHrsv40BR2M06yWan7qM,1,10.016191,HLT-700U,z05-12-04,202952,02/19/2024 1:10:00 pm,0.001075
quicksight_anko,_doc,wnrvv40BR2M06yWanMSV,1,10.016191,HLT-700U,z05-12-04,202952,02/19/2024 1:13:00 pm,0.003112
quicksight_anko,_doc,aqDvv40BCGnGzzdjEBBP,1,10.016191,HLT-700U,z05-12-04,202952,02/19/2024 1:13:00 pm,0.003113
quicksight_anko,_doc,33rvv40BR2M06yWaNsEn,1,10.016191,HLT-700U,z05-12-04,202950,02/19/2024 1:15:00 pm,0.309033
quicksight_anko,_doc,baZ1440BCGnGzzdjj3DQ,1,10.016191,HLT-700U,z05-12-04,202954,02/26/2024 11:10:00 am,0.000571
quicksight_anko,_doc,pKaU440BCGnGzzdj_HC1,1,10.016191,HLT-700U,z05-12-04,202954,02/26/2024 11:10:00 am,0.002369
quicksight_anko,_doc,L7_eVY4BOh4WVcPpuzTZ,1,10.016191,HLT-700U,z05-12-04,202624,03/19/2024 4:35:00 pm,0.002278
quicksight_anko,_doc,2a3eVY4BCGnGzzdjx698,1,10.016191,HLT-700U,z05-12-04,202624,03/19/2024 4:35:00 pm,0.004641
quicksight_anko,_doc,Sb_eVY4BOh4WVcPpyzRn,1,10.016191,HLT-700U,z05-12-04,202624,03/19/2024 4:35:00 pm,0.001323
quicksight_anko,_doc,UL_eVY4BOh4WVcPpzzRh,1,10.016191,HLT-700U,z05-12-04,202624,03/19/2024 4:35:00 pm,0.005566
quicksight_anko,_doc,x7cudI4BUuLBa1XB7TYY,1,10.016191,HLT-700U,z05-12-04,202625,03/25/2024 2:02:00 pm,0.00186
quicksight_anko,_doc,6Uig4I4B_cPsdzR4EDYB,1,10.016191,HLT-700U,z05-12-04,203087,04/15/2024 3:20:00 pm,0.004495
quicksight_anko,_doc,Y8ag4I4BIDyt7y5vv0Aw,1,10.016191,HLT-700U,z05-12-04,203087,04/15/2024 3:21:00 pm,0.004241
quicksight_anko,_doc,Pccm8I4BIDyt7y5vqSPn,1,10.016191,HLT-700U,z05-12-04,203096,04/18/2024 3:39:00 pm,0.00488
quicksight_anko,_doc,cr0m8I4BUuLBa1XBtUm2,1,10.016191,HLT-700U,z05-12-04,203096,04/18/2024 3:39:00 pm,0.004583
quicksight_anko,_doc,a7zA6o4BUuLBa1XBr_S9,1,10.016191,HLT-700U,z05-12-04,202940,04/17/2024 2:34:00 pm,0.0008
quicksight_anko,_doc,hrzA6o4BUuLBa1XB5PSu,1,10.016191,HLT-700U,z05-12-04,202940,04/17/2024 2:34:00 pm,0.002019
quicksight_anko,_doc,js10cI8BIDyt7y5vLvzZ,1,10.016191,HLT-700U,z05-12-04,202944,05/13/2024 1:37:00 pm,0.120186
quicksight_anko,_doc,hU90cI8B_cPsdzR4Sq5a,1,10.016191,HLT-700U,z05-12-04,202944,05/13/2024 1:37:00 pm,0.005412
quicksight_anko,_doc,xM10cI8BIDyt7y5vYfzM,1,10.016191,HLT-700U,z05-12-04,202944,05/13/2024 1:38:00 pm,0.002122
quicksight_anko,_doc,xU1pPI8B_cPsdzR4ORES,1,10.016191,HLT-700U,z05-12-04,202946,05/03/2024 11:12:00 am,0.010745
quicksight_anko,_doc,0E1pPI8B_cPsdzR4XRHy,1,10.016191,HLT-700U,z05-12-04,202946,05/03/2024 11:12:00 am,0.002266
quicksight_anko,_doc,cVBEgI8B_cPsdzR48Mg8,1,10.016191,HLT-700U,z05-12-04,202945,05/16/2024 3:21:00 pm,0.001413
quicksight_anko,_doc,sFBHgI8B_cPsdzR408mp,1,10.016191,HLT-700U,z05-12-04,202945,05/16/2024 3:24:00 pm,0.001646
quicksight_anko,_doc,QM9HgI8BIDyt7y5v4ANt,1,10.016191,HLT-700U,z05-12-04,202945,05/16/2024 3:24:00 pm,0.003578
quicksight_anko,_doc,ulBHgI8B_cPsdzR47MlK,1,10.016191,HLT-700U,z05-12-04,202945,05/16/2024 3:24:00 pm,0.003114
quicksight_anko,_doc,qkpTBI8B_cPsdzR4IRAt,1,10.016191,HLT-700U,z05-12-04,203093,04/22/2024 1:40:00 pm,0.003044
quicksight_anko,_doc,VkzxN48B_cPsdzR4E95f,1,10.016191,HLT-700U,z05-12-04,202942,05/02/2024 1:45:00 pm,0.164708
quicksight_anko,_doc,PI5hpI8BOsI23z_StQtj,1,10.016191,HLT-700U,z05-12-04,203096,05/23/2024 3:37:00 pm,0.006549
quicksight_anko,_doc,L1NhpI8B_cPsdzR4uSVk,1,10.016191,HLT-700U,z05-12-04,203096,05/23/2024 3:37:00 pm,0.002187
quicksight_anko,_doc,O1NhpI8B_cPsdzR4xSUp,1,10.016191,HLT-700U,z05-12-04,203096,05/23/2024 3:37:00 pm,0.028341
quicksight_anko,_doc,sogZGowBPu2lw1EyIIGH,1,10.013275,HLT-700U,z05-08-04,202955,11/29/2023 3:30:00 pm,0.002389
quicksight_anko,_doc,W2NGQ4wBPVAW4LXWHPQ0,1,10.013275,HLT-700U,z05-08-04,202946,12/07/2023 3:34:00 pm,0.000857
quicksight_anko,_doc,HWNZQ4wBPVAW4LXWR_a9,1,10.013275,HLT-700U,z05-08-04,202943,01/04/2024 4:17:00 pm,0.019416
quicksight_anko,_doc,OmNlQ4wBPVAW4LXWEvci,1,10.013275,HLT-700U,z05-08-04,202942,12/07/2023 4:30:00 pm,0.002757
quicksight_anko,_doc,6mN3Q4wBPVAW4LXWYPj0,1,10.013275,HLT-700U,z05-08-04,202941,12/07/2023 4:03:00 pm,0.001086
quicksight_anko,_doc,LVchlIsBPVAW4LXW8M-N,1,10.013275,HLT-700U,z05-08-04,202704,11/03/2023 3:44:00 pm,0.019592
quicksight_anko,_doc,GQ-5s4sBdMoyJm4gsr7L,1,10.013275,HLT-700U,z05-08-04,202578,11/09/2023 7:20:00 pm,0.006396
quicksight_anko,_doc,818c14sBPVAW4LXW4LOE,1,10.013275,HLT-700U,z05-08-04,202963,11/16/2023 3:46:00 pm,0.002037
quicksight_anko,_doc,14F5440BR2M06yWaDCjv,1,10.013275,HLT-700U,z05-08-04,202954,02/26/2024 11:10:00 am,0.003045
quicksight_anko,_doc,BYGU440BR2M06yWa7SkM,1,10.013275,HLT-700U,z05-08-04,202954,02/26/2024 11:10:00 am,0.007951
quicksight_anko,_doc,Dnrsv40BR2M06yWam7qs,1,10.013275,HLT-700U,z05-08-04,202952,02/19/2024 1:10:00 pm,0.001279
quicksight_anko,_doc,uXrvv40BR2M06yWaMsEQ,1,10.013275,HLT-700U,z05-08-04,202950,02/19/2024 1:15:00 pm,0.002088
quicksight_anko,_doc,4KAyxY0BCGnGzzdjjjny,1,10.013275,HLT-700U,z05-08-04,202951,02/20/2024 2:31:00 pm,0.005362
quicksight_anko,_doc,A3oyxY0BR2M06yWanumU,1,10.013275,HLT-700U,z05-08-04,202951,02/20/2024 2:31:00 pm,0.000509
quicksight_anko,_doc,3K3eVY4BCGnGzzdjx6-L,1,10.013275,HLT-700U,z05-08-04,202624,03/19/2024 4:35:00 pm,0.002526
quicksight_anko,_doc,GQlwQIsBdMoyJm4gMWMX,1,10.013275,HLT-700U,z05-08-04,202703,10/18/2023 9:41:00 am,0.001832
quicksight_anko,_doc,pkjA6o4B_cPsdzR44L-w,1,10.013275,HLT-700U,z05-08-04,202940,04/17/2024 2:34:00 pm,0.001994
quicksight_anko,_doc,kEjA6o4B_cPsdzR4r7-Q,1,10.013275,HLT-700U,z05-08-04,202940,04/17/2024 2:34:00 pm,0.003509
quicksight_anko,_doc,crzA6o4BUuLBa1XBt_RP,1,10.013275,HLT-700U,z05-08-04,202940,04/17/2024 2:34:00 pm,0.004138
quicksight_anko,_doc,tkjB6o4B_cPsdzR4Br_q,1,10.013275,HLT-700U,z05-08-04,202940,04/17/2024 2:34:00 pm,0.001467
quicksight_anko,_doc,s0MudI4B_cPsdzR46Uwc,1,10.013275,HLT-700U,z05-08-04,202625,03/25/2024 2:02:00 pm,0.003907
quicksight_anko,_doc,NEpRBI8B_cPsdzR4uRCx,1,10.013275,HLT-700U,z05-08-04,203093,04/22/2024 1:40:00 pm,0.003493
quicksight_anko,_doc,lkpSBI8B_cPsdzR41hAY,1,10.013275,HLT-700U,z05-08-04,203093,04/22/2024 1:40:00 pm,0.003446
quicksight_anko,_doc,5r5TBI8BUuLBa1XBAVQn,1,10.013275,HLT-700U,z05-08-04,203093,04/22/2024 1:40:00 pm,0.002639
quicksight_anko,_doc,pUpTBI8B_cPsdzR4DhBw,1,10.013275,HLT-700U,z05-08-04,203093,04/22/2024 1:40:00 pm,0.004248
quicksight_anko,_doc,ychTBI8BIDyt7y5vNSnM,1,10.013275,HLT-700U,z05-08-04,203093,04/22/2024 1:41:00 pm,0.006938
quicksight_anko,_doc,zshTBI8BIDyt7y5vQSmI,1,10.013275,HLT-700U,z05-08-04,203093,04/22/2024 1:41:00 pm,0.001284
quicksight_anko,_doc,7sHvN48BUuLBa1XBDE1U,1,10.013275,HLT-700U,z05-08-04,202942,05/02/2024 1:45:00 pm,0.002861
quicksight_anko,_doc,IMvxN48BIDyt7y5vGx9E,1,10.013275,HLT-700U,z05-08-04,202942,05/02/2024 1:45:00 pm,0.003108
quicksight_anko,_doc,Ncv_N48BIDyt7y5vBx9N,1,10.013275,HLT-700U,z05-08-04,202942,05/02/2024 1:45:00 pm,0.002553
quicksight_anko,_doc,VlBEgI8B_cPsdzR4qsi0,1,10.013275,HLT-700U,z05-08-04,202945,05/16/2024 3:21:00 pm,0.002625
quicksight_anko,_doc,VotEgI8BOsI23z_Sucpj,1,10.013275,HLT-700U,z05-08-04,202945,05/16/2024 3:21:00 pm,0.001859
quicksight_anko,_doc,WotEgI8BOsI23z_Sxcpt,1,10.013275,HLT-700U,z05-08-04,202945,05/16/2024 3:21:00 pm,0.002748
quicksight_anko,_doc,a1BEgI8B_cPsdzR438iY,1,10.013275,HLT-700U,z05-08-04,202945,05/16/2024 3:21:00 pm,0.002756
